policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density,make,segment,model,fuel_type,max_torque,max_power,engine_type,airbags,is_esc,is_adjustable_steering,is_tpms,is_parking_sensors,is_parking_camera,rear_brakes_type,displacement,cylinder,transmission_type,gear_box,steering_type,turning_radius,length,width,height,gross_weight,is_front_fog_lights,is_rear_window_wiper,is_rear_window_washer,is_rear_window_defogger,is_brake_assist,is_power_door_locks,is_central_locking,is_power_steering,is_driver_seat_height_adjustable,is_day_night_rear_view_mirror,is_ecw,is_speed_alert,ncap_rating,is_claim
0.692397316725265,0.03,0.538461538461538,17,34738,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.05526030778336,0.01,0.394230769230769,5,7788,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
0.046335913286073,0.0,0.365384615384615,4,5410,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.7424032518878265,0.0561008265236965,0.4891348802960565,11,27003,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1.0533623667631191,0.1555614481333233,0.5737349465384323,20,8794,1,2,7,2,0,6,6,2,0,1,0,1,0,1,1197,4,0,5,0,4.812032126555564,3879,1737,1522,1353,1,0,0,0,1,1,1,1,1,1,1,1,1,1
1.18546720694048,0.01,0.75,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.796087998976571,0.0918889027777976,0.5935790691773639,17,34738,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
1.1896442640556215,0.0647471100096767,0.7373728606001846,20,8794,1,2,7,1,0,5,1,6,1,1,0,1,1,0,1235,4,0,5,0,4.895962787415328,4030,1750,1517,1450,1,1,1,1,1,1,1,1,1,0,1,1,0,1
1.0418165205168652,0.0998039635183667,0.4276018704591827,5,7788,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1
1.18157589149932,0.08,0.298076923076923,20,8794,2,0,4,2,8,5,0,2,0,0,0,0,1,1,999,3,0,5,0,5.0,3731,1579,1490,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0
0.5703851033950963,0.0824042773780514,0.4071487326621587,11,27003,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
0.7211808152187774,0.121692912189099,0.4320487633146516,11,34758,1,2,7,2,0,6,3,4,0,1,0,1,0,1,1197,4,0,5,0,4.830511813018168,3933,1741,1511,1380,1,0,0,0,1,1,1,1,1,1,1,1,0,1
0.4069120797211494,0.0336838830460319,0.53466355154495,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1.21163932526517,0.13,0.384615384615385,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
0.9297599429113532,0.0902821668926119,0.4344371613670984,20,8794,2,2,6,1,1,6,6,2,0,1,0,1,0,1,1331,4,1,5,0,4.889515926428026,3909,1743,1526,1404,0,0,0,0,0,1,1,1,0,0,1,1,3,1
0.5905421325849597,0.072142290782165,0.5111866436704706,11,27003,1,2,5,2,0,6,5,2,0,1,0,1,0,1,1197,4,0,5,0,4.8,3904,1735,1524,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1
0.5896165800469431,0.1661679758437632,0.5347768998497723,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1.0904039523557032,0.0966429737610683,0.5993239256820534,17,34738,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1.1491729337878198,0.0257358152049653,0.5499543921523864,11,27003,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
0.728159109237053,0.08,0.288461538461538,14,16733,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
0.5740179688578895,0.0942470240579627,0.3498610022296495,4,5410,2,3,5,1,2,2,4,4,0,1,0,1,0,0,1390,4,0,5,1,5.061445576811642,4142,1770,1598,1586,1,0,0,0,1,1,1,1,1,0,1,1,2,1
0.266933181813966,0.16,0.548076923076923,1,73430,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
0.3096868325972481,0.0212052140549335,0.4830869501056419,11,27003,1,1,8,0,6,3,8,1,0,0,0,1,0,1,1022,3,1,5,1,4.67509952432237,3657,1601,1693,1361,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.2571093309269117,0.0093665029135854,0.3617298245014543,17,34738,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1.0280049358245975,0.0890408945513887,0.6075457727757727,11,27003,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
1.24297988640728,0.1,0.576923076923077,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
0.105551595561152,0.08,0.432692307692308,11,27003,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
0.4092527663461607,0.0346638271080069,0.5669040048691727,11,27003,1,2,3,2,0,6,2,2,0,1,0,1,0,1,1197,4,0,5,0,4.8,3971,1735,1517,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1
0.6445237074676609,0.0257243941080618,0.4218879692818989,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.5965843990510477,0.0279786087923364,0.3542369547553907,11,27003,1,1,8,0,4,3,8,2,0,0,0,1,0,1,1038,3,1,5,1,4.720213912076635,3693,1643,1645,1338,0,0,0,0,0,1,1,1,0,0,1,1,2,1
0.934522450190162,0.0968275004624532,0.446411725452054,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
0.54042131456727,0.09,0.365384615384615,15,4076,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
0.5408237338018321,0.001434022021717,0.6115237868646076,16,21622,1,0,0,0,4,2,6,2,0,0,0,1,0,1,807,3,1,5,1,4.605736088086868,3456,1521,1476,1189,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1.11763745037187,0.23,0.461538461538462,3,34791,1,5,1,0,7,4,7,1,0,0,0,1,0,1,1196,4,1,5,1,4.5,3675,1475,1825,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.279439832823311,0.02,0.394230769230769,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0683934687310237,0.09,0.419924115987629,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
0.533013712270443,0.18,0.682692307692308,17,34738,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
0.35126703530198,0.08,0.480769230769231,5,7788,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
0.103860794252538,0.04,0.326923076923077,11,27003,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
0.137383261745208,0.02,0.5,19,6112,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.24787161458446,0.07,0.394230769230769,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
0.034148743042334,0.0,0.442307692307692,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.093159817794142,0.03,0.346153846153846,1,73430,2,0,4,2,8,5,0,2,0,0,0,0,1,1,999,3,0,5,0,5.0,3731,1579,1490,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0
0.216053342666836,0.14,0.375,15,4076,1,5,1,0,7,4,7,1,0,0,0,1,0,1,1196,4,1,5,1,4.5,3675,1475,1825,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.441170087729712,0.02,0.403846153846154,11,27003,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
1.24399221158094,0.12,0.625,5,7788,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
0.9541189863774756,0.1219451720877312,0.4383419967001389,4,5410,1,2,6,1,1,3,6,3,0,1,0,1,0,0,1306,4,0,5,0,4.947861008960826,4013,1755,1568,1477,1,0,0,0,1,1,1,1,1,0,1,1,2,1
0.9907946129843836,0.0294120502476232,0.4779394375946014,1,73430,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.7772850542886082,0.0618292704551824,0.6152673506690064,5,7788,2,3,4,1,2,2,2,4,1,1,0,1,1,0,1388,4,0,5,1,5.058536575754745,4192,1770,1592,1583,1,0,0,1,1,1,1,1,1,0,1,1,2,1
0.042536960089313,0.03,0.509615384615385,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.1095287586133986,0.1807376875467202,0.4260127554423465,14,3764,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
0.099064072468084,0.02,0.375,6,290,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
0.916578477081158,0.12,0.394230769230769,11,27003,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
0.5222276386458017,0.0499926400012055,0.3365625230729813,11,27003,1,0,8,0,5,2,8,2,0,0,0,1,0,1,997,3,1,5,2,4.699985280002411,3654,1619,1674,1339,0,0,0,0,0,0,0,1,0,0,0,1,1,1
0.888366614028454,0.03,0.701923076923077,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.013949021525051,0.1283120826458723,0.6564791481581022,5,7788,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1
0.5287510330181621,0.0738093290592147,0.486263455373867,15,4076,1,1,4,1,1,4,7,2,0,0,0,1,0,1,1051,3,1,5,0,4.72761865811843,3700,1655,1510,1280,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1.023320219477541,0.0568715644486611,0.5804549647420697,17,34738,1,2,4,1,1,5,3,2,0,0,0,1,0,1,1155,3,0,5,0,4.7789105444391735,3923,1710,1548,1336,0,0,0,0,0,1,1,1,0,0,1,1,2,1
0.3326373919198591,0.0395679094648439,0.3972974068797579,18,13051,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.9939107662932448,0.1125401035993257,0.4961467715856468,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
1.0951314530073648,0.072221907377319,0.5195872982342062,5,34781,3,2,5,1,3,5,3,2,0,1,0,1,0,0,1496,4,0,5,0,5.037036512295532,4047,1761,1543,1532,0,0,0,0,0,1,1,1,0,0,1,1,4,1
0.851558554248177,0.1,0.365384615384615,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
0.410772154616774,0.13,0.423076923076923,19,6112,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
0.703375269339093,0.06,0.394230769230769,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
1.20389111556514,0.02,0.307692307692308,4,5410,1,1,9,0,6,3,9,2,0,0,0,1,0,1,998,3,1,5,2,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0
0.9469909236288996,0.0720786185797314,0.6013939134056542,4,5410,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
1.19114027069869,0.15,0.336538461538461,3,34791,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.04809360526747,0.02,0.336538461538461,11,27003,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
0.71488699162811,0.03,0.461538461538462,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
0.76707999570016,0.08,0.355769230769231,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
1.14183616105987,0.11,0.375,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
1.09078110464405,0.12,0.692307692307692,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
0.246503796218985,0.08,0.375,17,34738,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
1.24023001753797,0.02,0.721153846153846,21,17804,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
0.8844223806308162,0.1233458527321944,0.5031954978983117,20,8794,1,2,5,2,0,6,6,2,0,1,0,1,0,1,1197,4,0,5,0,4.8,3894,1735,1525,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1
1.0838219165290608,0.0438055195007654,0.6460805599724652,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
1.16628430619639,0.05,0.509615384615385,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
0.4547912204369556,0.1386269651180209,0.413461538461538,15,4076,1,3,4,0,6,3,7,1,0,0,0,1,0,1,1114,3,1,5,1,4.582746069763958,3666,1534,1762,1439,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.293071795725998,0.0,0.490384615384615,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.633638569496544,0.01,0.5,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.532084492625548,0.01,0.596153846153846,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.2556895743511159,0.0,0.3643538120303263,1,73430,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.7853357571550468,0.1495280691372497,0.8520482374283151,11,27003,1,2,6,1,0,5,7,2,0,1,0,1,0,0,1199,4,0,5,0,4.803775446902002,3849,1735,1530,1338,1,0,0,0,1,1,1,1,1,0,1,1,2,1
0.4497032902078809,0.0840820347680069,0.4509413879790119,13,6110,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1
0.787045839460194,0.25,0.423076923076923,20,8794,1,3,3,2,0,6,2,2,1,1,0,1,1,1,1197,4,0,5,0,4.8,3995,1735,1515,1335,1,0,0,1,1,1,1,1,1,1,1,1,2,0
